transect,row,positionX,position,Diptera (Agromyzidae: leafminer?),Braconid wasp,"Halictus sp. (""3 part"" native bee)",pencilBug,"Agapostemon sp. (""green"" native bee)",Osmia sp. (native bee),Honey Bee,Bombus californicus (bumble),Thomisidae (crab spider),spider other,ladyBug,Lygus hesperus (western tarnished plant bug),pentamonidae  (stinkBug),other,checkerspot butterfly,Pyralidae (Snout Moth),Diabrotica undecimpunctata (Cucumber Beetle),Orius (pirate bug),date,time,julian,week
control,46,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,32,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,46,100,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,46,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,32,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,48,4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,64,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,80,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,100,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,130,8,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,48,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,48,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,10-Jul-2018,am,191,28
control,44,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,44,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,64,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,44,80,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
control,44,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10-Jul-2018,am,191,28
control,44,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10-Jul-2018,am,191,28
oakMargin,80,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,48,4,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,80,6,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,130,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,200,10,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,32,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,48,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,64,5,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,82,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,48,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,100,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,130,8,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,84,200,10,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,44,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,44,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,32,3,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,64,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,100,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,44,130,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,160,9,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,44,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11-Jul-2018,pm,192,28
control,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,46,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,46,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11-Jul-2018,pm,192,28
control,46,48,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,46,64,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,46,80,6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,46,100,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,46,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,46,160,9,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,46,200,10,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,48,16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,48,32,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,48,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,48,64,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
control,48,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,48,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
control,48,130,8,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
control,48,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
control,48,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,16,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,32,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,64,5,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,160,9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,80,200,10,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,32,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,80,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,130,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,82,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,32,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,48,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,160,9,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,pm,192,28
oakMargin,84,200,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,pm,192,28
control,44,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,44,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,44,64,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,44,100,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,44,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,46,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,46,16,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,11-Jul-2018,am,192,28
control,46,32,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,46,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,46,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,46,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,46,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
control,46,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,46,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,48,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,16,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,11-Jul-2018,am,192,28
control,48,48,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,64,5,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,48,80,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,130,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11-Jul-2018,am,192,28
control,48,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11-Jul-2018,am,192,28
control,48,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11-Jul-2018,am,192,28
oakMargin,80,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,16,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,64,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,130,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,100,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,82,160,9,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,12-Jul-2018,am,193,28
oakMargin,82,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,32,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,64,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,80,6,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,100,7,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,160,9,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,84,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,16,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
control,44,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,48,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,80,6,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
control,44,100,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,44,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12-Jul-2018,am,193,28
control,46,4,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
control,46,48,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,80,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,130,8,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,46,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,48,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,48,16,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,48,32,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
control,48,48,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
control,48,64,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,48,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,am,193,28
control,48,100,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
control,48,130,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,am,193,28
control,48,160,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,am,193,28
control,48,200,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,12-Jul-2018,am,193,28
oakMargin,80,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,16,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,32,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,64,5,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,80,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,100,7,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,130,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,160,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,80,200,10,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,82,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,82,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,82,32,3,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,82,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
oakMargin,82,64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12-Jul-2018,pm,193,28
